chain,draw,warmup,m2[1],m2[2],m2[3],m2[4],m2[5],m2[6],m2[7],m2[8],m2[9],m2[10],m2[11],m2[12],m2[13],m2[14],m2[15],net_status[1],net_status[2],net_status[3],net_status[4],net_status[5],net_status[6],net_status[7],net_status[8],net_status[9],net_status[10],net_status[11],net_status[12],net_status[13],net_status[14],net_status[15],net_status[16],net_status[17],net_status[18],net_status[19],net_status[20],net_status[21],net_status[22],net_status[23],net_status[24],net_status[25],net_status[26],net_status[27],net_status[28],net_status[29],net_status[30],net_status[31],net_status[32],net_status[33],net_status[34],net_status[35],net_status[36],net_status[37],net_status[38],net_status[39],net_status[40],net_status[41],net_status[42],net_status[43],net_status[44],net_status[45],net_status[46],net_status[47],net_status[48],net_status[49],net_status[50],net_status[51],net_status[52],net_status[53],net_status[54],net_status[55],net_status[56],net_status[57],net_status[58],net_status[59],net_status[60],net_status[61],net_status[62],net_status[63],net_status[64],net_status[65],net_status[66],net_status[67],net_status[68],net_status[69],net_status[70],net_status[71],net_status[72],net_status[73],net_status[74],net_status[75],net_status[76],net_status[77],net_status[78],net_status[79],net_status[80],net_status[81],net_status[82],net_status[83],net_status[84],net_status[85],net_status[86],net_status[87],net_status[88],net_status[89],net_status[90],net_status[91],net_status[92],net_status[93],net_status[94],net_status[95],net_status[96],net_status[97],net_status[98],net_status[99],net_status[100],r_ns,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__
0,0,0,1.8464744053891802,2.0657412610721053,1.0055270177998956,1.3293188165017922,1.4242008624192488,2.414702528529663,1.3268676970080042,1.260483242501686,1.0812952330435457,1.0753154454465919,1.030538586717742,1.0542811285083022,2.135652841109843,2.4748705498884163,3.1021993229803937,0.0823951082490546,0.9602428564999411,0.5834873754723139,0.9194121887378366,0.7460123964273248,0.40894327261985164,0.7846536535110181,0.658021469605548,0.3382825813529602,0.581317761483059,0.6729726791904604,0.3113582597082668,0.016291630079337094,0.2791189425516265,0.8414333324919465,0.9336808143735408,0.6111187245168052,0.1498569852538093,0.7128629297844398,0.5782641959791446,0.7850659451906434,0.7808609994773296,0.9563751566516293,0.6318624974276115,0.8471615299853675,0.7411988979201171,0.7046954215354543,0.8312975978756505,0.9110039912995068,0.909806180239096,0.4661316595396623,0.06612410811639291,0.8456252204578654,0.5443184459837542,0.5826319098543282,0.8383965325008215,0.04348791362844828,0.8744528359720998,0.03584505844691488,0.6454364554461943,0.5715257093743066,0.5851346335910219,0.3743782016443252,0.20525015933607482,0.4814891420483227,0.8615885631895306,0.5880664042163337,0.6346399553592434,0.5178496799011982,0.9715477895962196,0.7138695990591105,0.3392610977999645,0.6225934218642153,0.5002364087079337,0.8815133699225461,0.35336615845951125,0.11070299228354219,0.2427532565646573,0.3557721228805919,0.8514722120941031,0.33718090240670606,0.6570347973577033,0.7142230321843022,0.33610630422784327,0.08951875675568455,0.7944579904722581,0.3277130268048166,0.42323241219269636,0.3304816944941933,0.7255544640834386,0.12253842650358049,0.4346621994742895,0.021127602353745,0.9779817775180385,0.6104417105687028,0.4440832153084463,0.1963243698394872,0.7984542242224009,0.8878980944885903,0.33549961391358796,0.7770984439339629,0.28499324905820955,0.9404595670269165,0.6623042972378128,0.6764662013747412,0.9261894016040539,0.2790490771092987,0.9422412829343879,0.7139859039828197,0.7667595625729747,0.5106440613493332,0.8050755274174681,0.6298655376169654,0.21051521238304693,0.5371675221242497,0.3078071396933465,0.9291323276817851,0.19005887529421628,0.30919804260830275,0.041326171962840275,0.864115731505052,-1718.7765998718974,0.2307673049401302,0.017067898329792348,3,13,1,1779.073723790144
0,1,0,1.8490350608553876,2.052874352010206,1.009707646584046,1.3325951456743474,1.413591529492916,2.4277967236410642,1.3166692218459843,1.2530199435726277,1.076335971797347,1.0829118551843488,1.02728598460679,1.059593896169862,2.1419259187234383,2.4569515156344783,3.0982979145236778,0.08120216762038368,0.9609450993503256,0.5844384335161262,0.9188614151553638,0.7466008452199442,0.4091546069336477,0.7897628947355386,0.6607043831936286,0.3390415584710581,0.5822770009394428,0.6777073253409068,0.30558089114574594,0.016312533768775395,0.2777595218756429,0.8418996133247769,0.9338866444229382,0.6146859528563625,0.15071839242967344,0.7123063054191665,0.5804442014903693,0.7889611666299914,0.7811499181371268,0.9558273109926939,0.6299830614695674,0.849585822637511,0.7367150064939465,0.7018362945776035,0.8315900973057092,0.909867838925513,0.9093061390785219,0.46863081686168184,0.06620033932990943,0.8460085690956949,0.546966788620873,0.5780852403331636,0.8406257240225689,0.04327736966599249,0.8764235794536384,0.03592361547566458,0.6455135972715939,0.5785944461439668,0.5814594914210153,0.3728938106755576,0.204158007295702,0.48079500227324556,0.8607191988744683,0.5904451279520783,0.6293364070128705,0.5215077438972904,0.9714408032609855,0.7128930941213674,0.33908677197085735,0.6288662124093536,0.49971159014564204,0.880807997573679,0.3507496326444842,0.10949343828621572,0.2416252695241934,0.35371650469338967,0.8559638766367048,0.3348834931318809,0.6688577280271486,0.7181942140205432,0.3390854447071604,0.08716120894024237,0.7946708509797206,0.32834182789211364,0.41956575785446126,0.3273050234648096,0.7291825249154364,0.12294861437666282,0.42884081488027115,0.021096634415817328,0.9781977217359376,0.6159972963168896,0.4411086471575154,0.19370204752824627,0.8004910955970376,0.8846836216580707,0.33597716287821877,0.7758417504195535,0.2895467302739778,0.9389571158711535,0.6645850705279399,0.6829031447257323,0.9263523464365251,0.2800800581596723,0.9424171640776321,0.7124287171327371,0.7696965915260869,0.5010202936392859,0.8046497352755131,0.6301701923430401,0.20966922721130854,0.5337011548331548,0.30796618486251726,0.9293746248270797,0.19334060501233596,0.3041444353828069,0.040667192204323466,0.8618611398802438,-1718.9664983430198,0.07407373472207766,0.017067898329792348,4,27,1,1764.9652322518496
0,2,0,1.856010439963073,2.032194552488409,0.9826993471441204,1.3447269259408263,1.4722807232185748,2.4147705589020614,1.3218466798071333,1.2517197957439885,1.0731330482612707,1.076289220212145,1.0102035113204644,1.0515926196506977,2.0802566928196726,2.4669701399902424,3.1429135337636325,0.07924559717495505,0.9603035006011856,0.5964203520454263,0.9190985274502602,0.7567331774363725,0.42421173685090885,0.7854859465307689,0.6650388155515152,0.3415312461803055,0.6010980518922933,0.6644958165452631,0.31023103979210176,0.016581895218549914,0.2691934427270126,0.8396718794648997,0.9349706043177938,0.6088604618581933,0.15126772001475297,0.7001307454128329,0.5978365660311571,0.7900790848468284,0.7872476123802443,0.9582597429491815,0.6427203539432094,0.8458579087959597,0.7356340582421668,0.7079474699205435,0.8391893609756428,0.9107776577787928,0.9102791302008618,0.4745942782027447,0.06392286375822775,0.8488691236704545,0.5465438517306095,0.576839300827178,0.8429053682455655,0.04462002259898579,0.8819480195907772,0.03562619865382022,0.6407229743448847,0.5748988950213229,0.5634044920535929,0.3729377257480877,0.212128793901335,0.4638667953882495,0.8636656831308417,0.6039702823518686,0.6237110819138831,0.5176200332527964,0.972226961639101,0.7243548071277386,0.32898565654139855,0.6351684267229859,0.504947726456175,0.8819625851328601,0.3689420368897176,0.11461566604206197,0.24330090187681286,0.3683384207059195,0.8599173651443746,0.3405221772638646,0.6739083773810615,0.7232216131766798,0.3402242433881313,0.08412684587449903,0.7937833769129279,0.3457746506021957,0.4170654615055672,0.31425721651167526,0.730169203111962,0.12622944728586305,0.42197683241755035,0.02024097415651993,0.9784709354331704,0.6122941378376069,0.45883276064471956,0.19783154810198122,0.8056997663581577,0.8865272726629113,0.3239989011094808,0.7799161098262514,0.2979531864606111,0.9380533189375688,0.6625429250162466,0.6696333245326467,0.9295214495546521,0.2765785646446143,0.9421051410795043,0.711207736788362,0.7565609175142209,0.5118791932986874,0.8027802826757271,0.637013187768889,0.2079951807755458,0.5260473652709929,0.29875398637386574,0.9254394957802247,0.19451072758957855,0.2968719101666575,0.0388706416432133,0.8664608272860069,-1719.358534941165,0.11999989334732232,0.017067898329792348,4,25,1,1789.7358938975258
0,3,0,1.841490121446609,2.023657558043477,0.9906541906643969,1.3549538027318522,1.4656693325618142,2.4436442532393183,1.318580842305211,1.2565254950966482,1.0597211138422686,1.0796757299861093,1.00377714739808,1.0463108989211285,2.066835423387119,2.4732412014671405,3.149336969583867,0.07911107326058608,0.9605044638953477,0.5961535240973069,0.9200250280829283,0.7578441739862847,0.42611934853034505,0.7843533476462546,0.6572342570699533,0.3448528694758317,0.5994623900891212,0.6637586268085459,0.3048232214846047,0.016776770724522105,0.271968271286811,0.8396395726414597,0.9335225466917815,0.609315555015408,0.15318249553179908,0.6934020297622768,0.5954991398222955,0.7902450419572563,0.7872770110066383,0.9585072031427777,0.6457113983186613,0.8458933576222145,0.7338829644618139,0.7117090370764112,0.8385308513571534,0.9110387650425715,0.9130160547931161,0.48309293249891017,0.06541075704824417,0.8503444925974147,0.5510916274461016,0.5759746156185304,0.8398100092428595,0.045044743459028425,0.8819667108725362,0.03506687004286857,0.6397566211555034,0.5776486907050784,0.559414121862762,0.3755889307819712,0.20863361057480068,0.4668116018955665,0.8606052744818707,0.6121484427523597,0.614872310991979,0.5208531141513746,0.9716995191240375,0.7283666184164295,0.33249159859677935,0.6338840229950251,0.49526475641744583,0.8815922201592872,0.37363705456979257,0.11268861181022938,0.2393025222308286,0.3698525392481996,0.861603829402624,0.34213270147149233,0.6785355822642384,0.7217443506375523,0.34393560630287945,0.0832062769963482,0.7984246894147414,0.34219822524978427,0.4187967978018249,0.3104440254222004,0.7310645597713636,0.12532006707610044,0.42389950113644725,0.02045150690101083,0.9785894421265501,0.6126127231824007,0.46536716367485564,0.20124023018120352,0.8091483073072946,0.8850304773497003,0.32133078384421,0.7842780320886181,0.2972894898939158,0.9393009226760696,0.6677802795398599,0.6731915349582761,0.9297823637003252,0.2770281279541219,0.9415646028068276,0.7180050109022332,0.7559640026062342,0.5090137283030198,0.8037580878628963,0.6407714549676695,0.21087384785054897,0.5283059658042779,0.30654652782753855,0.9255998605952148,0.1914527282656283,0.29746960365488573,0.0383716444912231,0.8672074669366308,-1719.4371617470656,0.06060606882850517,0.017067898329792348,5,33,1,1773.976004598007
0,4,0,1.8159343027607695,2.004049574326996,1.0029847986024605,1.3651156552509887,1.4938430686826965,2.424176622772067,1.3264551862237535,1.2105885037259636,1.0951791447132941,1.0120221522868396,1.0104993580370465,1.0262586275283876,2.0878683569108616,2.4471245825253907,3.204153545354793,0.08922877719910505,0.9590224279511079,0.5890464819593898,0.9215917148262714,0.7548748687396449,0.45873513839110014,0.7785962122543119,0.6715359055699928,0.34321890136052136,0.5774682402333697,0.654870440076493,0.3002624622139286,0.017197108945316897,0.262841105587152,0.8379883090129635,0.9330956023497708,0.609422397388146,0.15754437724379822,0.6977822698711142,0.568689217291894,0.785579521772034,0.7902231081293751,0.9576893110191868,0.6476033542309763,0.8510315747309882,0.7494774025109701,0.725314293134294,0.8373182815434638,0.9102966528555377,0.9110862327712661,0.49190574884669236,0.06802892102987257,0.8540873827246301,0.5477131992663368,0.5917338943712823,0.8372358884293877,0.04653965732019727,0.8798715320421291,0.03591241021494207,0.6282347552201561,0.5821515714648401,0.5648263027856755,0.3804069471133882,0.20159417254801915,0.46213657003146924,0.8400340125197606,0.6164928497323446,0.6229932253585777,0.5063269857993351,0.9728286285925796,0.7289960906250033,0.34860826081323726,0.646656960061137,0.5081354396275154,0.8796085406267221,0.379091529122487,0.11762387965529686,0.23550845769102546,0.3569672013211468,0.8535401212893527,0.34568051827850765,0.6808845546985602,0.7126447850748859,0.34294361362439807,0.08384069801105809,0.7828415217707858,0.3328521588152725,0.4441307951770259,0.3088562853602784,0.7413125520147862,0.12368568590786666,0.4364138655169676,0.018594849382910117,0.9788918288371629,0.6021201125161163,0.451280647818457,0.2035481190044779,0.8000009069139088,0.8870441302999369,0.32082098193715025,0.7835059222185881,0.2969107508842386,0.9410166141913406,0.66906522696518,0.6677253693267406,0.9330403486106184,0.2596701965864824,0.938416712999477,0.7198982753624821,0.7585334872857992,0.5163858796905517,0.802326632391662,0.6365976525703432,0.20190360828695297,0.5293515713540902,0.30133977315580684,0.9251316873113584,0.1978535070985572,0.2918842294474293,0.03987224307344228,0.8636313768940741,-1719.1713417489711,0.24999991374828903,0.017067898329792348,4,16,1,1770.4884834746279
1,0,0,1.5562423456189989,2.16631382388494,1.057799274288238,1.3794120715685805,1.2828562499561775,2.151092326959387,1.283391795225164,1.4600988419466638,1.4634674196001913,0.9670626901182862,1.3194301563510114,1.1567260577844887,2.0827964685903337,2.0273822727234974,3.3777624881373476,0.14301421833308625,0.9592854270656195,0.542407929965346,0.9148692122918346,0.7238153754621056,0.49353885095402217,0.7389219707890741,0.6158963543005868,0.3635951259033141,0.5213143429738498,0.7220008544686626,0.3364942789083315,0.009898737855555506,0.2710537818383456,0.7675293500478193,0.9076928777625963,0.6943066756998358,0.13679391456090484,0.7750888458089406,0.5491969026138505,0.644100819888059,0.8029804783293746,0.955029614157528,0.6231999099436959,0.8394145518468441,0.7539557719649803,0.7243132690205998,0.8502764509632277,0.9465772148843041,0.9295879559253861,0.3933459630974845,0.0954113690534002,0.8600922007297139,0.6323552747118946,0.5369091810783048,0.8155123781999211,0.038775307082251076,0.8650489459331405,0.029572615516165968,0.6954390325714883,0.48248738182095663,0.7088825175921832,0.32918449253016124,0.2274562920824581,0.5593340039576021,0.8510825618555957,0.6759346211726612,0.6051158388635,0.4809745651003626,0.9791183054030258,0.6722816996671208,0.34514775437384637,0.6722449420174393,0.46598501380961743,0.8729720745523936,0.25859585636911875,0.1404330180997292,0.1492230751622141,0.42522016525805983,0.8363595761875577,0.32752920204285263,0.5227522971386207,0.6550564740971176,0.35431346610370085,0.035879085603301775,0.7316760723128213,0.29787470649734293,0.4193729898628581,0.401529797798974,0.6880500167465565,0.0728311867060849,0.507797011394672,0.010821958278903754,0.9836753703343586,0.61493113124293,0.3440421148199092,0.15060339540782475,0.7137664764145271,0.9088630255375283,0.34658616461791325,0.7572645832283725,0.357108087841742,0.9537804616023278,0.7430144278287221,0.5652592281773557,0.94426008666695,0.244021432654824,0.9029098383486309,0.6788951730340097,0.7456348041711301,0.5182256226238756,0.8097309777426132,0.7820527947304297,0.1514153787282161,0.6603249442141677,0.300784887153135,0.9153364893444327,0.18509164528784372,0.2969844322136571,0.04455032666099634,0.8654053854750463,-1705.805981197324,0.46341468426445775,0.005222235357526071,5,41,1,1776.6539128032698
1,1,0,1.6634927059669353,2.2113324853520337,1.1138356733755694,1.398720431198552,1.142341490891945,2.267111315726673,1.4222680981779552,1.3929729820370187,1.468343831212084,0.9961121196210594,1.2975047265324997,1.2053292479404112,2.286998395556065,2.158791072056453,3.3678328943963556,0.12840351280250772,0.9545473371490036,0.5715798079005303,0.918981652515447,0.7469462090413296,0.45284632966771665,0.7088578534049262,0.5341656837134326,0.35346241848959226,0.5209076554516,0.7239875459637869,0.31603020385898306,0.012073726017765685,0.30822656627385026,0.7957206531936423,0.9062152276581752,0.6923089737296636,0.18740361874159805,0.7980821687535273,0.5271195046413403,0.6162849985902411,0.7782310354753175,0.9433542065768493,0.6854029991841252,0.8288535546824813,0.7380036841817785,0.7240771515817306,0.8373362049249259,0.9237696262067754,0.9275792040606112,0.3571511618998211,0.09109468554876865,0.8317152280968536,0.6491359845149202,0.5116953368221835,0.7763413557253893,0.050360192369820256,0.870372041088411,0.02854800719468209,0.6288362662337228,0.5768491086968439,0.6854370189219915,0.31349010816341405,0.23409573985452248,0.5700388170189042,0.8299125617977469,0.6212082025254374,0.49218005270726317,0.48475730496528036,0.9787774838765282,0.6873352570646605,0.392091432371662,0.7257541386690556,0.44375456653805123,0.8821705698097104,0.247037212630825,0.12782509017352395,0.15255663620031312,0.4572035665967641,0.8332614803085836,0.3269367576744009,0.49984501034728546,0.6520978446221362,0.33362614630645004,0.035808151587566894,0.6772511044049211,0.30218260347049886,0.4093284444236013,0.39726460638283223,0.7122349609401437,0.0843882949201098,0.5353125141584202,0.009327653329945229,0.9852938559979929,0.6600946283907058,0.3466729031315028,0.11499172058022877,0.7032389022493559,0.8904170258717161,0.3364034668992847,0.8066616202573943,0.36292365358034007,0.9578753095714796,0.7644980262813926,0.5567262745653525,0.9429212031258711,0.2832289296484638,0.9073061694776116,0.6523781712377876,0.7198889567120267,0.5525240126244065,0.8039651612324517,0.7315048139164628,0.18213229011837218,0.6343983070077668,0.2883223503988612,0.9172029624610456,0.1885225616639563,0.2577458918388278,0.04226543878368061,0.8825120358998966,-1679.0051589335828,0.6511628004517612,0.005222235357526071,5,43,1,1767.1123136459928
1,2,0,1.6994363371406842,2.242415525340956,1.139552367401608,1.4074107942708154,1.1637774136583319,2.2978765551654927,1.4254536468687529,1.381881242779266,1.4921175966336149,0.9656082201255102,1.2692900352455367,1.1934185269422688,2.31586515499492,2.073493937361658,3.4150508188929356,0.12786582781110833,0.9512072230252097,0.5768758414957097,0.9248687298477335,0.7467584644271837,0.43922361550313893,0.7212866767311875,0.5267298534434026,0.3368718886330392,0.5205798908546145,0.7419467155719635,0.31649362457674846,0.012374476349084729,0.293730986348524,0.77693449235721,0.9070722730403303,0.67852763519571,0.19214535325109705,0.8014846549770366,0.5189945825159902,0.6089274056856876,0.7764533314860261,0.9444042096064935,0.6677376950442482,0.83065476933322,0.751094989933443,0.705462812847002,0.8377904383799464,0.926972122288632,0.9254479407823855,0.3760733686859249,0.09476204727163584,0.828881864435438,0.6500313200211533,0.4935219272564436,0.7664446882274668,0.05063211226745956,0.8732810904872704,0.028572461796331883,0.6529311091763245,0.5739587302078172,0.6743969543074636,0.32389249666733344,0.2443342655259585,0.5777924889172762,0.825563583447599,0.6172383137979689,0.47676952531953987,0.4998463921040195,0.9787545780674433,0.6986580765018197,0.4023607597010318,0.7261852447546876,0.42745481303322497,0.8788214865244597,0.23674729198697897,0.13531696353709766,0.1502403851012637,0.4352309345074835,0.8183719005554111,0.32555136080942804,0.5054618934409378,0.6611768530227409,0.33325545017262115,0.036714449104538804,0.6799960722164716,0.29965056434792336,0.40581329524589294,0.3874074238984946,0.6998945743527821,0.08534275909168065,0.5118754709530617,0.00930681238174158,0.9853574919563826,0.6781619394630106,0.35186868871587074,0.10973418299864202,0.7125320505320845,0.8970923752292222,0.35324494486217883,0.8065380788075771,0.38174922075370554,0.9575467663110201,0.7548899992360376,0.5486396762436615,0.9455958819381829,0.29396074450870635,0.905759740432948,0.6662068849231358,0.7255309047721746,0.5440137402840087,0.8037564321090231,0.7238117596571181,0.19717376431417166,0.6243200204096617,0.2748559237944269,0.9198412417446442,0.17884337089422975,0.26825705708203085,0.04263174575369033,0.8805008203923029,-1678.8453325450341,0.14942529065448176,0.005222235357526071,6,87,1,1741.8430902937698
1,3,0,1.720134963814976,2.2464552735301457,1.12937799284333,1.3979856089148108,1.1552147196348257,2.2879137446399955,1.4494228412791128,1.3939142930863986,1.4751622696620905,0.966021008353314,1.2532296870028277,1.199408165122054,2.3449445014305517,2.098367953326152,3.3958172256234596,0.1270189335658365,0.9503039477317049,0.5792272220484171,0.9254050934870321,0.7477154536943569,0.43975796494122177,0.7207138770209035,0.5221836458989929,0.33320508427795315,0.5236555740591292,0.7394136981124487,0.3189661872371079,0.012614088387649214,0.2894798105724552,0.7774462070741992,0.9073027045413731,0.6838475747515209,0.1926533263271002,0.8024045552209124,0.5217897331137821,0.6077198908204637,0.7752280137087865,0.943696487035695,0.6728302462702849,0.8292991196551034,0.7491714080010783,0.7050790978331003,0.8373961643471491,0.9297487303240709,0.9273875575354266,0.377694053263423,0.09560949373665639,0.831895342504031,0.6479813632269102,0.4944986564854189,0.7671550262884105,0.0506789978187705,0.8711889415710662,0.028680011635867086,0.6498472527082209,0.5665846502438775,0.668646405610295,0.31853036471400453,0.24235573875491345,0.5741395057410443,0.8269135373511859,0.6135515496255385,0.47968465028612683,0.5014740039385158,0.9788849494185455,0.7000375478887493,0.4004970862471279,0.7258848860152415,0.4292432597188497,0.8789806346493425,0.24095523229487392,0.13769811387321818,0.15268753061394447,0.4304805447906115,0.8173973991763429,0.3234326602289538,0.5001120978994487,0.653971364239354,0.3352840758785819,0.03616275425290327,0.6772561552824592,0.29817605445932094,0.40238118584924276,0.3892141684710626,0.6975383608541416,0.08442501818780468,0.5130974289380388,0.00933250892338855,0.9851006262051857,0.678652300883663,0.3479707573513835,0.10518662633336318,0.7155069989733911,0.8982557069760648,0.3522817100292689,0.8064121899670436,0.3826167662062353,0.9578633404685696,0.7517475018376824,0.5472706733484631,0.9438614162856789,0.2909857123025156,0.9044197454859765,0.6688040922050997,0.7265881568844776,0.5491876807485789,0.800782803488676,0.7230183578128668,0.19824179053928637,0.6258982035894599,0.2710130562466666,0.9212599983347598,0.17829074892266128,0.26281493601352834,0.040896450310407007,0.8798630763845526,-1678.9049451663861,0.34999991199995106,0.005222235357526071,4,20,1,1741.2113373032978
1,4,0,1.718165990621538,2.2297921189946197,1.127877036078307,1.4395515944359794,1.157069171332434,2.3298694142434835,1.4499355393887328,1.4109616407118177,1.473214735512395,0.9778761762755956,1.2588109125498577,1.171515996416809,2.2500481937383543,2.088153460210889,3.430099721392727,0.1285157410676918,0.9506105089033154,0.5705343699584705,0.9251941580685152,0.7422641804788221,0.44761494876155417,0.7258107579932709,0.5067101512465545,0.33257863250582664,0.5176962941332265,0.7330827220412266,0.3203414007857417,0.012362674800523776,0.28133785289482327,0.7643375029535361,0.9095753054970506,0.687036899710156,0.1925571900626295,0.806739346373897,0.5086928527296418,0.6189155066159607,0.7820260907742699,0.9432392324291407,0.6707567465845928,0.8269541696587936,0.7517670814310564,0.7100747862432306,0.8322544012240299,0.9282410612145309,0.9263830593592848,0.37981379378699376,0.09349737035841366,0.8336495733594737,0.6585835047131205,0.4979386321516017,0.7671501115796517,0.051759767225483366,0.8696103588827274,0.029393630176448804,0.6482443968563235,0.5715945734680549,0.667296820932542,0.3151176595275037,0.24219995941254513,0.591995228765589,0.8267509999775601,0.5947458031741706,0.47049025916382803,0.49068473865278595,0.9778826849094987,0.7034815939172857,0.4060044003391312,0.7322914661688139,0.4227244910238872,0.8760892615013877,0.24676537048444813,0.14200187359260164,0.15232353161638745,0.42229216252438606,0.8279119976813115,0.3306243102387282,0.5081849122637091,0.6629543150315189,0.34105345755335004,0.03560961714286126,0.67595955948152,0.30956117568758557,0.4006305795879732,0.39033022918409677,0.6953009799611127,0.08258019106327563,0.49869746369531887,0.009134150278334197,0.9856903876383001,0.6762724738076323,0.36307849821459937,0.09964599639132643,0.7073199631676683,0.8996900073123588,0.35979821595552197,0.8008440328717356,0.39238629703224537,0.9582207104411427,0.7618878667549819,0.5543315282020621,0.9415255277016824,0.2947670728472259,0.9059174829752192,0.6711580550409825,0.7358824498469265,0.550136706199851,0.7992878271360758,0.7280518832851872,0.19479548134404345,0.6283216346256043,0.2810093527476396,0.9182349248571864,0.180599003683234,0.26524680596584416,0.043877535197333395,0.8779550675577121,-1678.7604982593127,0.5249999868236225,0.005222235357526071,5,40,1,1726.3378999138042
