chain,draw,warmup,m2[1],m2[2],m2[3],m2[4],m2[5],m2[6],net_status[1],net_status[2],net_status[3],net_status[4],net_status[5],net_status[6],net_status[7],net_status[8],net_status[9],net_status[10],net_status[11],net_status[12],net_status[13],net_status[14],net_status[15],net_status[16],net_status[17],net_status[18],net_status[19],net_status[20],net_status[21],net_status[22],net_status[23],net_status[24],net_status[25],net_status[26],net_status[27],net_status[28],net_status[29],net_status[30],net_status[31],net_status[32],net_status[33],net_status[34],net_status[35],net_status[36],net_status[37],net_status[38],net_status[39],net_status[40],net_status[41],net_status[42],net_status[43],net_status[44],net_status[45],net_status[46],net_status[47],net_status[48],net_status[49],net_status[50],net_status[51],net_status[52],net_status[53],net_status[54],net_status[55],net_status[56],net_status[57],net_status[58],net_status[59],net_status[60],net_status[61],net_status[62],net_status[63],net_status[64],net_status[65],net_status[66],net_status[67],net_status[68],net_status[69],net_status[70],net_status[71],net_status[72],net_status[73],net_status[74],net_status[75],net_status[76],net_status[77],net_status[78],net_status[79],net_status[80],net_status[81],net_status[82],net_status[83],net_status[84],net_status[85],net_status[86],net_status[87],net_status[88],net_status[89],net_status[90],net_status[91],net_status[92],net_status[93],net_status[94],net_status[95],net_status[96],net_status[97],net_status[98],net_status[99],net_status[100],r_ns,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__
0,0,0,1.020390817172521,1.3801524955634765,1.211427739937055,1.9870156777176122,2.2199856818629256,2.1138406431928742,0.1770617218661069,0.6855627219866378,0.1889966119099381,0.6463468353046439,0.7347241873494954,0.20552055035933947,0.627560713512359,0.7240907132071438,0.6653929818766464,0.5990948638859119,0.2764776120020397,0.7477857825407002,0.947522789681056,0.47716807675537987,0.7667361858330461,0.06649525572933856,0.838777639492385,0.16756651865284256,0.41166632882168386,0.3277255676960644,0.09375540082728162,0.8920109263601199,0.3376438663712117,0.5553003324986115,0.48784224152860334,0.11770232825998217,0.192044968018093,0.07631735167228915,0.5611831332774259,0.21827546601984527,0.35568310701931827,0.1106081922967469,0.7725930637915491,0.1407017628763908,0.9860641190239712,0.17126626027741465,0.5984962284190086,0.045285300029448416,0.8139020248416691,0.14557967559770013,0.574471654703268,0.7478605138335083,0.15183852770006168,0.5584430296983256,0.22703448018065264,0.7383772591531697,0.7760620586917294,0.16374886187457482,0.8483056746907703,0.015125718462006055,0.8486989131752605,0.5374266045622492,0.37888409103733145,0.7377630955809075,0.6652528412905122,0.9885995167297227,0.24911742843967744,0.0035152658808275117,0.9247190174781984,0.8701505550095121,0.7829879812289365,0.5297747273799354,0.7046574474679382,0.7805702038871477,0.3864299720255817,0.7888558619141898,0.7557870599962447,0.5800702168498961,0.4073932088044525,0.7557039553690492,0.003890974800162428,0.779001077156575,0.8971948000118993,0.29774523975439793,0.11756317921052617,0.2062802090799576,0.30190060712727407,0.9069279304843627,0.5230936682801007,0.2608804294963062,0.1534336636632111,0.341551539210625,0.5719129163264712,0.2757457745404974,0.48042547676764025,0.3794617011397805,0.8674271498610415,0.42802588156154364,0.3337660356804465,0.7422301722801159,0.25642431371556595,0.48775783470670786,0.2696214098214039,0.6501374246205581,0.898421363733439,0.44899547259918293,0.7620880937527997,0.4792582980964045,0.6702144224909925,0.14137273526289462,0.8491255579513003,-544.272867546717,0.0019352469518924289,0.02158743946906352,6,67,1,604.9955767350626
0,1,0,1.0559203965818398,1.3772438044440574,1.3485689740588787,1.8704458105890325,2.1799190004580566,2.0332635354988073,0.19657751672399837,0.68483671433234,0.1653826572327054,0.658413676533689,0.7223066250983706,0.2406933638363502,0.6057215893690218,0.7161587769131015,0.6976238066012168,0.615509922790561,0.28653215796463627,0.7762167408620073,0.9481969861686502,0.4501421358050107,0.7755153816291588,0.06938751476337046,0.8328323556742517,0.18399799110746085,0.41796486023663637,0.3191343842098394,0.09970217773026713,0.8567904634070128,0.2942308786235731,0.5765423544138999,0.44071670794889617,0.13506344170495432,0.16436126281795072,0.08038255976787856,0.5735983422274699,0.24978246976796625,0.3267808579602153,0.13910175006083625,0.7475650925998722,0.11733279691966791,0.983355508946885,0.20686424375337942,0.5927422750988016,0.0504939119014951,0.8064635396985763,0.16984356874739925,0.6267158770256257,0.7278205651067934,0.1700523243097355,0.5470258387126113,0.29994649112989347,0.7285921850453292,0.7705952929601929,0.20065072566644848,0.8228160961315945,0.013198492455859134,0.824394760270921,0.5150690886652075,0.3620088726083738,0.7506656090108875,0.6921600834239252,0.9893020787399773,0.2173659544997415,0.004507466770039326,0.9089613508040099,0.8556664562976002,0.7725203821871114,0.5054103903759316,0.720538569610118,0.7529572393132129,0.4348681458765412,0.8252861307289453,0.785641456697194,0.551767185451979,0.47677541182755334,0.7346164686399828,0.0031243166618586393,0.7594883554054487,0.8993148107350835,0.32691415960224,0.1269266911504795,0.1983611653695495,0.31335404936619604,0.9110009088299749,0.5450914627531618,0.23869904225183258,0.13699570628981939,0.2843122616877215,0.5930981145692814,0.2570589687561523,0.48406570383994074,0.34504827184898923,0.8670222321223282,0.4458447002561001,0.3562659018284263,0.7258964093021086,0.19988382724254017,0.5284248331219924,0.2929576832322659,0.6597322713812068,0.9076770885659561,0.4010919018471024,0.791492819756462,0.5282931223341217,0.7054365004856006,0.1183246980671262,0.8407730345026003,-543.0907950414455,0.14809888671253615,0.02158743946906352,6,80,1,594.0457336338014
0,2,0,1.025989449312148,1.359605313879004,1.3807763740991879,1.8748548011957449,2.1909418276135075,2.0737062415947447,0.18244698457648334,0.7024256949765819,0.16211866448100332,0.6785225645114777,0.72413646656173,0.24139806805212305,0.6399043091105292,0.7000510684611255,0.6904613035397804,0.6071425532586152,0.2839843228515522,0.7694942057150365,0.9504342371436523,0.42193686419687804,0.7878151752088296,0.0683845766955885,0.8291358284125075,0.1837257062190385,0.4514270062037039,0.3171242356255899,0.09699546754645649,0.849155738233705,0.28162993646158974,0.5687051135903173,0.4296125947418117,0.15819114072720475,0.1576331233618592,0.10283251704179674,0.5975113477395954,0.2629330026748875,0.29522800604379407,0.14026982880636407,0.7498841494794286,0.10994942899525739,0.982053089843223,0.2228925996754063,0.5970835616095177,0.0451801449682151,0.8048086707536419,0.17761247680037562,0.6538062148671762,0.7152133993689762,0.15872720265787332,0.5629128423395444,0.2676084228733221,0.7303449678988889,0.7637681580618648,0.2196266010510245,0.8021306302161627,0.013941835097239674,0.8447216456048496,0.5182104571004632,0.3681715014082022,0.7534902681626914,0.6836557642947769,0.990118362451065,0.1863852022878646,0.004464721583670506,0.9092714699736979,0.8520653657500946,0.7595378849652429,0.5062728708369805,0.7240738802010046,0.7719245620315055,0.40564674757539243,0.8122518721659274,0.768671552664831,0.5883601700411115,0.4833560170258141,0.7435820167086968,0.0032456098661788335,0.7418933981152103,0.9068846327906894,0.3086966156058547,0.12729271711392942,0.19608858241272376,0.2816420022922965,0.9097899150206352,0.536781549621057,0.20520399491938635,0.142308571414423,0.27693040273666547,0.613012766852925,0.24252050201148156,0.49393342579839095,0.3400018349096684,0.8528592077276951,0.4588113044045038,0.33826995345677935,0.7387310169727199,0.2051669102010899,0.5133882361393536,0.2793324524449219,0.6963215298156052,0.9080523686390125,0.41565099864009336,0.7727731412930696,0.5416216815906668,0.7103377432443562,0.121450720502841,0.852578257195604,-542.556701891657,0.32038659514957474,0.02158743946906352,4,23,1,591.5543409765263
0,3,0,1.022386314655279,1.331919459909233,1.3347639713435,1.8230902662148163,2.2173602833988846,2.0786765557887135,0.17701267233780216,0.6874249791866461,0.16021654255142959,0.6750379486600055,0.7179740663413259,0.25038648158898924,0.6332523110622804,0.700411360261073,0.6917396642331418,0.6017996837818416,0.2760533812818652,0.7574245483822536,0.950938183286235,0.42837170806836344,0.790890432605433,0.07462168085296905,0.829041780744785,0.17487663517421226,0.47280758854460914,0.31033059163036547,0.09099326357347925,0.8529038742721081,0.28570890932489434,0.5595715082929926,0.41209488611579803,0.1661115290562709,0.1531933736543143,0.10048091942581594,0.5939686511672958,0.2441576401370309,0.2820557121088657,0.13900989729818025,0.734498880488174,0.1060172527795844,0.981470410818226,0.21796333328830586,0.5893397555618971,0.04495046369574718,0.8123992492662737,0.1786423473956381,0.6311354249375718,0.7177958139416882,0.16923090102860272,0.561243622725947,0.2604082539414976,0.7372192977229771,0.7733165611485671,0.21681445832817292,0.8051338135627051,0.012762229962253291,0.8402946702879717,0.5076838149113956,0.36275969237395234,0.7659551220160983,0.6770069378060316,0.9895978575068421,0.18939783193633664,0.004519509292842616,0.915321349072194,0.8441794762374958,0.7635128324680146,0.5079199054894138,0.725429844408023,0.7875519811555376,0.39251251047734803,0.8143709969242019,0.7618503541061319,0.5915237406459743,0.4930605952848447,0.7539209464044178,0.003494860783394227,0.7400765890363248,0.910476572090116,0.3217636426744761,0.12190501260628983,0.20163764236313553,0.2884166096310302,0.9029772706960371,0.5351529624644813,0.19575888148671206,0.14187497163266727,0.2813396750030437,0.6005173430947749,0.24762707615164647,0.491044112142908,0.3368103954061301,0.856954872657419,0.46015963397279624,0.324399923601812,0.743663013422801,0.20373431685451793,0.4947169404825409,0.2758291586540934,0.7036961232040575,0.9043974101850365,0.41502718877182887,0.7591507249344426,0.5311133994179648,0.6943602426193137,0.12170675450438728,0.8486444028129927,-543.1124705667231,0.06217679895884738,0.02158743946906352,5,60,1,604.3521669907911
0,4,0,1.0307262585859978,1.3155271689078778,1.3152901118476144,1.8827426407105183,2.1104056253157206,2.0557570119674926,0.14495902274830175,0.6485997525950731,0.17137071670200954,0.6169348551439711,0.7069722472648001,0.24028863323255245,0.609137939134895,0.6325681136976297,0.6231468884331245,0.5484378474926153,0.25692918193334646,0.725166696362656,0.9519018472487073,0.47931225553666135,0.775064645745231,0.07511605655027687,0.847822667962892,0.1813407832961833,0.44819477091645543,0.34272808768645735,0.08377928994203343,0.873951878630305,0.26581333202585766,0.6141254360058589,0.3414460217157209,0.21847468984896934,0.13985918862153424,0.11787161117662948,0.5496592998566152,0.22032347984825085,0.29303255470947687,0.18653100305044068,0.739359896895792,0.09106463708376411,0.9841566108084019,0.25400528429309877,0.5749494479813944,0.04026076363373443,0.8014858786405775,0.15373500015983876,0.6453459057088495,0.686373557650038,0.1859913431205663,0.4978409696467172,0.28948858123196863,0.7238112406616904,0.7987268438031647,0.21103728012673684,0.8154520403594975,0.012046819398364161,0.8264209034641307,0.49487074807226505,0.36067692136966867,0.7205550100393057,0.6337065428649756,0.9872194972354511,0.21131702809385589,0.005092040544208309,0.8950817608116385,0.8468891296760475,0.7257690533801131,0.4559329927393033,0.6949570026427568,0.7802777846456068,0.3885091215547928,0.8260108318633763,0.7030060400205085,0.5977595364957592,0.5184172485368175,0.7423760303767828,0.003060232030686616,0.7084634351814659,0.9028987383835186,0.2558816087965743,0.1205153274302182,0.23239034833476613,0.2843402452318373,0.912268534534942,0.5204731443882499,0.18872705642156073,0.1449864379459117,0.3162602786998978,0.5916676886851933,0.2453220504784852,0.5606674241717622,0.37610744252381634,0.8654272144933101,0.47438473115653146,0.30837709745087805,0.7349761413575294,0.18855569789935223,0.5070525620207459,0.27065500530682085,0.7463702698598197,0.8845278968694087,0.5180006874207704,0.7505826660920185,0.5622557251434682,0.6813937319613348,0.12985057949600765,0.8300310605708311,-542.937955363605,0.3235379977229042,0.02158743946906352,4,23,1,599.6565763682105
1,0,0,1.440760847608518,1.2728855580075602,1.0702316921332282,2.2867413742166844,2.319215222749366,2.337841339767094,0.13884161490753877,0.5759316175544253,0.24900956946675523,0.7102480948615247,0.8548650482643684,0.2620430940655303,0.6060710281046068,0.5987881348497451,0.5081346566786603,0.49278945616946856,0.3258784393302906,0.7331067087710696,0.8941330246774263,0.5903464103353679,0.6586912619057054,0.07640934178758552,0.747400186566067,0.15318777427337327,0.30501974216587335,0.15909705117994144,0.08860287215891849,0.7709462959890121,0.34106405875273105,0.6001289544380719,0.4933294690074791,0.1073530051613295,0.3076076365855904,0.02148101407691283,0.7866906266320101,0.1710462562448365,0.30875165601392307,0.15791702101672034,0.8265093630768771,0.15423663260403164,0.977202301541504,0.19407467520515964,0.6711710274888109,0.08014408707045773,0.7782266301747559,0.20567769734125996,0.7315874612415837,0.6574657140297555,0.3252801082126674,0.43967299788542,0.28235644023253537,0.7613708493634254,0.4386038555417008,0.12959238950737373,0.8264785730637115,0.024607292335382835,0.8048586990720615,0.42441466328584987,0.3017709359156989,0.6756584587204395,0.8209058367581042,0.9799371624743871,0.5359172230611142,0.0027340042193724212,0.96161034757524,0.8688495921509872,0.5981179592909476,0.5240239929872936,0.32004119339598835,0.6500412054348077,0.4708588939208299,0.6318582706346543,0.7380921527589682,0.5726215549355496,0.5418871169597752,0.8363826852710888,0.004185660456556883,0.6593008949271251,0.6715614807971536,0.30377522565204995,0.06969019327690062,0.15582307628829428,0.28631543290060923,0.9493640346313534,0.5951818731606203,0.539768731616513,0.16110340878170493,0.43597713600592714,0.37272717392561283,0.5279518283277067,0.5805074805347239,0.26307074705118294,0.8270744165807441,0.2236017625384885,0.31794055344065153,0.42517941742051113,0.10901435723848452,0.7492047100724718,0.5145432773773119,0.7183001397658384,0.8414747687552444,0.5192187760762839,0.6044357442287106,0.43681873656881365,0.6915851916331779,0.08665674569491189,0.8733636892181265,-535.8738738561251,0.22313212380498146,0.0064583213996163595,7,184,1,594.3003255258631
1,1,0,1.4482071745577307,1.2794442563686919,1.0388713062776946,2.259914439401888,2.197621611014392,2.2828637916772747,0.14504405088015104,0.5563149674721722,0.24935022731363976,0.7454523664939187,0.8414302331817048,0.2627427609548174,0.5838751168775579,0.5715849777383774,0.5106752910865054,0.4651098878426616,0.2980568550515502,0.7899169654808724,0.8852527902838331,0.6127461027497009,0.6276620078140166,0.08403275442498892,0.7507147320057054,0.14789949356536114,0.3044950944119781,0.1532853899071852,0.09365598145444975,0.7978188045599465,0.32741128660069174,0.6383856412982848,0.50864867150062,0.11790524120216972,0.3286050978442404,0.02182817107301993,0.7752313466180594,0.18716629801707063,0.2794162005024988,0.13897749775336088,0.8304007777077476,0.15857654374015662,0.9782378103603826,0.1857535142975043,0.6896283241986356,0.08786738302996133,0.804018433814593,0.2102162233110092,0.737840778865616,0.6334110555873214,0.29096721733015685,0.41568134895503905,0.2867691897227602,0.7719765802557772,0.42990893223346127,0.12795650288346683,0.8237560067821514,0.02503770645840797,0.8194901353034458,0.40239763790253513,0.32297610311450875,0.7158217477239793,0.8358165968195311,0.9803096265157667,0.5381987372196049,0.002771964384160275,0.9574523182711303,0.8381234630601815,0.5945064197672761,0.5377316636151531,0.3303985135541625,0.5833004778592057,0.47703016663483766,0.6621487198564908,0.7739329109800096,0.5586526800834408,0.5871424464192205,0.8147750891492735,0.004285389490412683,0.6150627460989943,0.7077358356953463,0.33143801356629987,0.07808946051592558,0.1593029369773843,0.3219687734114163,0.9409334154731148,0.5737417372546721,0.5222256474860407,0.13555592082803636,0.46578697743275066,0.3372104537991226,0.5388760419883117,0.5595484142998772,0.22622424180425782,0.8117961888861519,0.2120609111520415,0.3052427747001105,0.4463408853626998,0.12016581334395493,0.7427074230216127,0.5566556984277962,0.7267696081838456,0.8060054589805092,0.5301426995058311,0.5869596040021366,0.4444444382769701,0.6828021432902103,0.08186219442792875,0.8883249024035266,-534.9444460790571,0.4382263178715837,0.0064583213996163595,6,93,1,584.7452733045549
1,2,0,1.466975771019784,1.2866994834089553,0.9852509586298827,2.2988960778472274,2.102315416746589,2.1883006811943635,0.12627712415175962,0.5352224434180662,0.24310357896771795,0.7486576900818889,0.8240139793183757,0.2780548962147702,0.5826806705783598,0.5439734956904091,0.5054995024281929,0.5043683756492342,0.29323609144712726,0.7812254140855849,0.8775973112398082,0.6401795561318181,0.6167769382772389,0.08493830843903571,0.7458301714481503,0.15274277371764333,0.2721986261130117,0.14953291540134983,0.09880343875273134,0.7757464126006165,0.3340499331290837,0.6205803497810054,0.48545726759856334,0.1232591391459813,0.3569301047206628,0.020954937956293107,0.7690866310023826,0.20283259807287957,0.2368636683131533,0.13482909651013197,0.8126370849484046,0.16718104054889926,0.9791740849708171,0.1768940347699416,0.6875896343560404,0.08799853001981328,0.7804354594380096,0.18923441044195877,0.7457452128901199,0.6429060830142582,0.2889411799321342,0.4216971925881585,0.28483527112899654,0.7546391115272475,0.39732329623602824,0.12917543910318252,0.8443184431837566,0.022117038119050414,0.8130323288521749,0.42293840495894686,0.32558783306232253,0.7317865220867659,0.8478265386805188,0.9809207234213878,0.5232085092216853,0.003008770329959942,0.9519583189172277,0.826516961206108,0.6330551066606723,0.5537143214372657,0.33119038682407187,0.5852839988134604,0.47904285073147135,0.6362566338114808,0.7539161103209804,0.5893564531134186,0.605825738420768,0.8297352687609794,0.005045300131571784,0.6433785184681952,0.7225716559274513,0.2683911092385556,0.07343772511805347,0.15176496305684883,0.32724935189732973,0.9468352682821337,0.5740895970415211,0.514321019534791,0.12903137889162863,0.4955059369579836,0.3558580516207712,0.5029669558451026,0.5448357406288118,0.2462314235087978,0.8136137442255418,0.19791886946631876,0.32870204496718913,0.43751436679748645,0.11719293996696567,0.7234541604022295,0.5354296148954317,0.7428306511226624,0.7875575867050275,0.5534430190584252,0.5801503506397291,0.4789455515789832,0.6663328914965057,0.07871947348989738,0.8954900403001028,-535.0448394426724,0.3120741252787388,0.0064583213996163595,6,120,1,591.0411597547534
1,3,0,1.3858191272576794,1.3512779797601429,0.9395615939050376,2.187151037372277,1.8897710537691577,2.25704243949902,0.142060771970554,0.5808678238090434,0.23143069329265842,0.8102915697537815,0.822703941841595,0.28037332251608094,0.5581282309675938,0.481445613047075,0.4827454650758334,0.5322725539904203,0.31498018910349446,0.8504428707478414,0.8645692969530704,0.6297624803063631,0.5876195651011672,0.07559170522150982,0.75554166234916,0.1701246188701876,0.29629735437438387,0.17280815081922085,0.12035118445235315,0.7739279392917113,0.38878240254601304,0.6230932404527211,0.4929470703167108,0.119659708737062,0.32991845949620935,0.028362716549647615,0.7867251060977807,0.21674045260649977,0.21571918578832938,0.14273422012581205,0.8376788099098846,0.23032224765926723,0.9785109706867934,0.2934891491971825,0.682118394473534,0.08889599808966209,0.7672942664114794,0.2264370382184009,0.7333511888401381,0.6607102834144365,0.3723251692550379,0.5044701886100789,0.30505137723505626,0.7484490222419535,0.4670522036226924,0.10052854742464601,0.8402926247921885,0.022537080302086787,0.7485747906871508,0.341858609252386,0.2979876457068008,0.677683179447139,0.8612263054146427,0.9831663812364235,0.46737612619333135,0.0038892477427830974,0.955372256577651,0.8235094778066796,0.6437472840314823,0.5114145419565274,0.3192098563547441,0.5599498641488379,0.5195539365424108,0.5959488690038608,0.7812593793079881,0.5753783973836831,0.5847441929664596,0.7832888213621387,0.006428471177632122,0.7009702602554545,0.7338581426768759,0.2825166444018079,0.07573646426156888,0.16168168854433518,0.3987366069418993,0.9442510576584134,0.5611549169120245,0.41745816139565806,0.1322667791641967,0.48677330462441304,0.38364448132871987,0.4477987978668664,0.5065362685018245,0.2230297101222224,0.7857149183062662,0.2651536907806413,0.267759288593702,0.4436725946464306,0.11280612936107293,0.6533523892604274,0.5723461405233568,0.7561916462427966,0.8143981105628819,0.5718943597685864,0.6026669767028069,0.6137319782715084,0.5708267582669792,0.12426073340447019,0.8898796268101987,-532.7467927116202,0.2689733263699501,0.0064583213996163595,7,216,1,598.5379530618234
1,4,0,1.4558349485164266,1.3471331742562913,0.9156073123064092,2.1644248756996913,2.044154863279442,2.278904542435575,0.15695041376960572,0.6156456695401681,0.16116740007321906,0.7813961452631354,0.8220640325193401,0.29216911558536107,0.5819074160837902,0.5063737479107782,0.4776755326467915,0.5403213570966957,0.31800777902934285,0.8026764873956401,0.8589060103605778,0.6378177376294683,0.6150150486222471,0.07780916231236812,0.7848833420132773,0.17958525242488477,0.26661913628271716,0.21051539374320116,0.10504023178498867,0.7458571402548517,0.34226965069066384,0.5782114213793552,0.5179046793119185,0.14116859730974773,0.2848720054154552,0.03691511052480578,0.7628466789921711,0.21964360030746177,0.24012727333959105,0.127858341779285,0.8421007727809479,0.2456495381131828,0.9746457152040625,0.3345127258145256,0.6698334782024039,0.07399155376412103,0.7855949430774009,0.2366183266545806,0.7595067045783132,0.6693944027404317,0.3348775921400535,0.5009462681448533,0.2765226266190608,0.7660080218523267,0.48885305480886976,0.09873991547271921,0.782492027637306,0.025367475013042373,0.7580200095135747,0.34414899196653226,0.3215146889682615,0.648408495781005,0.8683499718449219,0.9765884044889003,0.44287606146992986,0.004815169791411389,0.9568599063489163,0.8369048051656128,0.6632585404636308,0.4651520206791542,0.3226159727069978,0.5175889585223622,0.5050233253161795,0.5625330813058039,0.7612868201912759,0.5775221560639343,0.5970922040759863,0.7962614319361532,0.00790507183215583,0.7101575666085638,0.7211638119242721,0.2927720594069221,0.07688346996043793,0.15122135949186732,0.40627304424444965,0.9300838551618418,0.5104083072144632,0.3903955574906035,0.1404391595513258,0.5042012670357117,0.37163404083388474,0.5164838089845266,0.5172256702133747,0.2504105925597562,0.7855625568706494,0.2287270072097679,0.2751311484097736,0.4405734203177639,0.09764731857319864,0.6727816506046177,0.6195077537373855,0.7694496628948413,0.804589868549673,0.6153466565377135,0.5776182803648832,0.6276300263922493,0.5649006887065436,0.10827436446030836,0.9049192648398664,-531.6040269564966,0.2694723524789629,0.0064583213996163595,7,193,1,580.8580312935729
